meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Australian National Championships (50m),01:54.94,20/05/2022,Women 200 Freestyle LCM Female,AUS,Australia,"O'CALLAGHAN, Mollie",F,02/04/2004,,,59,59,949,Adelaide,AUS
European Championships 2018,01:54.95,06/08/2018,Women 200 Freestyle LCM Female,FRA,France,"BONNET, Charlotte",F,14/02/1995,,,60,60,949,Glasgow,GBR
13th FINA World Championships 2009,01:54.96,29/07/2009,Women 200 Freestyle LCM Female,USA,United States of America,"SCHMITT, Allison",F,07/06/1990,,,61,61,,Rome,ITA
Olympic Games Beijing 2008,01:54.97,13/08/2008,Women 200 Freestyle LCM Female,SLO,Slovenia,"ISAKOVIC, Sara",F,09/06/1988,,,62,62,1019,Beijing,CHN
FINA Champions Swim Series 2020,01:54.98,19/01/2020,Women 200 Freestyle LCM Female,CHN,People's Republic of China,"YANG, Junxuan",F,26/01/2002,,,63,63,948,Beijing,CHN
18th FINA World Championships 2019,01:54.98,24/07/2019,Women 200 Freestyle LCM Female,HKG,"Hong Kong, China","HAUGHEY, Siobhan Bernadette",F,31/10/1997,,,63,64,948,Gwangju,KOR
17th FINA World Championships 2017,01:54.99,25/07/2017,Women 200 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,65,65,948,Budapest,HUN
9th French Swimming Open,01:55.00,04/07/2015,Women 200 Freestyle LCM Female,ITA,Italy,"PELLEGRINI, Federica",F,05/08/1988,,,66,66,948,Vichy,FRA
Olympic Games Tokyo 2020,01:55.01,28/07/2021,Women 200 Freestyle LCM Female,CHN,People's Republic of China,"YANG, Junxuan",F,26/01/2002,,,67,67,947,Tokyo,JPN
Olympic Games Rio 2016,01:55.01,08/08/2016,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,67,68,947,Rio de Janeiro,BRA
2018 KONAMI OPEN,01:55.04,17/02/2018,Women 200 Freestyle LCM Female,JPN,Japan,"IKEE, Rikako",F,04/07/2000,,,69,69,947,Tokyo,JPN
Eindhoven Swim Cup,01:55.04,10/04/2014,Women 200 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,69,70,947,Eindhoven,NED
2012 ST TXLA Elite Invite,01:55.04,01/06/2012,Women 200 Freestyle LCM Female,USA,United States of America,"SCHMITT, Allison",F,07/06/1990,,,69,71,947,Austin,USA
52nd International Trophy “Settecolli”,01:55.05,12/06/2015,Women 200 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,72,72,946,Rome,ITA
Olympic Games Beijing 2008,01:55.05,13/08/2008,Women 200 Freestyle LCM Female,CHN,People's Republic of China,"PANG, Jiaying",F,06/01/1985,,,72,73,1017,Beijing,CHN
14th FINA World Championships 2011,01:55.06,28/07/2011,Women 200 Freestyle LCM Female,USA,United States of America,"FRANKLIN, Missy",F,10/05/1995,,,74,74,946,Shanghai,CHN
17th FINA World Championships 2017,01:55.08,25/07/2017,Women 200 Freestyle LCM Female,RUS,Russian Federation,"ANDRUSENKO, Veronika",F,20/01/1991,,,75,75,946,Budapest,HUN
Hancock Prospecting Australian Swimming Trials 2019,01:55.09,11/06/2019,Women 200 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,07/09/2000,,,76,76,946,Brisbane,AUS
US Olympic Team Trials - Swimming,01:55.10,28/06/2016,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,77,77,945,Omaha,USA
Olympic Games Tokyo 2020,01:55.11,28/07/2021,Women 200 Freestyle LCM Female,AUS,Australia,"O'CALLAGHAN, Mollie",F,02/04/2004,,,78,78,945,Tokyo,JPN
US Olympic Team Trials - Wave II,01:55.11,16/06/2021,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,78,79,945,Omaha,USA
18th FINA World Championships 2019,01:55.14,23/07/2019,Women 200 Freestyle LCM Female,ITA,Italy,"PELLEGRINI, Federica",F,05/08/1988,,,80,80,944,Gwangju,KOR
18th FINA World Championships 2019,01:55.14,23/07/2019,Women 200 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,80,81,944,Gwangju,KOR
15th FINA World Championships 2013,01:55.14,31/07/2013,Women 200 Freestyle LCM Female,ITA,Italy,"PELLEGRINI, Federica",F,05/08/1988,,,80,82,944,Barcelona,ESP
Phillips 66 International Team Trials 2022,01:55.15,27/04/2022,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,83,83,944,Greensboro,USA
13th Pan Pacific Championships 2018,01:55.15,09/08/2018,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,83,84,944,Tokyo,JPN
